"","user_name","user_location","date","text"
"194","Mersey Fire","UK",2020-07-25,"Blue Watch based at Toxteth with Station Manager Ronnie Duffy &amp; Deputy Chief Fire Officer Nick Searle are showing t… https://t.co/wuDkm4Z7Pz"
"195","Belfast Telegraph","UK",2020-07-25,"Claire Hanna: Why we must act now to help the millions facing deadly threat of virus in world's most fragile states… https://t.co/MKZmmRWZtp"
"196","Scchplendid","UK",2020-07-25,"This is a whole new level of "
"197","Diane Messias","UK",2020-07-25,"This is heartwarming. #COVID19 #lockdown 

https://t.co/rC7lQZMwXi"
"198","Paul Gower","UK",2020-07-25,"You go into #hospital and any kind of mask is acceptable, but #publictransport want you to wear 3 ply #masks #COVID19 #NHS"
"199","Richard Bell","UK",2020-07-25,""
"200","Rob Johnstone","UK",2020-07-25,"If pubs have to take your contact details why don't cafés? "
"201","One More Good Man","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/aDOfsXXpxN"
"202","PANDAS","UK",2020-07-25,"As parents we often ask to much of ourselves. We don't have to be perfect, it's not needed. Just be you. And be kin… https://t.co/pONnIW4URx"
"203","Salford City Council","UK",2020-07-25,"Not only restaurants can sign up to the Eat Out to Help Out scheme. It's open to all places selling food for consum… https://t.co/h4oEEti0eo"
"204","John de Winton","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/mUACzCmgrP"
"205","Dr Mireya G. Rodríguez","UK",2020-07-25,"“Our findings show that "
"206","Lornaland","UK",2020-07-25,"Probably the best thread I’ve ever read. This guy nails it! "
"207","Marc","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/28B48pmg2F"
"208","NRI Legal Services","UK",2020-07-25,"COVID-19 has no face! You can’t see it.
Protect yourself by wearing a mask.
It reduces your chance of getting the v… https://t.co/Gj2xYnNPN0"
"209","Scottie McClue","UK",2020-07-25,"https://t.co/aA1L5q0wW5
If You're Into Talk Radio Then You're 
On A Massive Winner With This
Enjoy Humour On An Ind… https://t.co/xiqY354nQM"
"210","Carole Wallace","UK",2020-07-25,"Been invited out for a meal with 15 other ladies and I honestly don’t know whether or not to go. When am I gonna ge… https://t.co/gUXrLFmYpm"
"211","Paula_Artist","UK",2020-07-25,"@BM_AG It is great sadness to read this I hope the @ace_national &amp; @UKGovTweets "
"212","Jen Tan","UK",2020-07-25,"Northern friends - cases show an increase in several regions. https://t.co/qXK7nCpZ6G 
Help slow the spread of… https://t.co/TtUzMrFS9J"
"213","Our World in Data","UK",2020-07-25,"The question that guides our work is: How can we make progress against the pandemic?

→ We just updated all of our… https://t.co/Ia8m2mkOYC"
"214","A Bridge To Sparta","UK",2020-07-25,"@lbbdcouncil when is Mayfield Sports Centre reopening please? Government says sports clubs can open from today, but… https://t.co/K5mqWmMBpe"
"215","Daniele Pinto","UK",2020-07-25,"London. Bus 141. Plenty of people pretending to wear a mask by keeping it under the nose or even under the mouth on… https://t.co/SUmfJS0qv3"
"216","Sam S","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/inLjUSHMia"
"217","People Development","UK",2020-07-25,"10 Ways Life Must Change After COVID19  "
"218","Sadiq Khan","UK",2020-07-25,"@MayorofLondon I’m imposing the mask rule. 
Now my coffee is getting cold, take your photo and get out of here so I… https://t.co/NQvqe1eFLr"
"219","Lacanox","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/klZptKpFng"
"220","Adam Ford","UK",2020-07-25,"Top 5 Worst People Types of the #COVID19 pandemic (in no particular order) - 1) Hysterical Doom Mongers, 2) Thick… https://t.co/LJqT4fHVTi"
"221","scarlet monahan","UK",2020-07-25,"First posted 01/01/2020 ""Britains Death Knell"" https://t.co/RaOL1P23z6 #COVID19 #COVIDー19 #coronavirusuk #pandemic… https://t.co/C6DglOJVDM"
"222","Education Watchdog","UK",2020-07-25,"The BBC should not be allowing this propaganda without having a credible person challenging Johnson's dissembling w… https://t.co/6tJYgFXlxP"
"223","Lori MacGregor","UK",2020-07-25,"Was that decision or influence yours @CrispinPassmore? You left the @GDC_UK meeting directly after the council deci… https://t.co/uAfWEuhcDv"
"224","Sadiq Khan","UK",2020-07-25,"I’m imposing the mask rule. 
Now my coffee is getting cold, take your photo and get out of here so I can drink my c… https://t.co/ZUwhTANlnV"
"225","SkyNews","UK",2020-07-25,"#COVID19 is expected to plunge Britain into what could be the deepest recession on record.

We're tracking where jo… https://t.co/LGfPFQDeJd"
"226","Gerry Moore","UK",2020-07-25,"EU Capitals not least Berlin have moved on Angela was rather busy with the multi billion 7 year "
"227","Clare","UK",2020-07-25,".@marksandspencer is "
"228","Perth4Europe","UK",2020-07-25,"An update on where #GlobalBritain plans have got to. It would be funny except that jobs are at stake.
#TradeBill… https://t.co/TpoaYlbXVr"
"229","Stephen Westrip","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/G5vyCyF1hd"
"230","Andrew Hannington","UK",2020-07-25,"Anybody else forgotten how to weekend? It feels like everyday is Blursday work-day now 😂

#COVID19 #Lockdown"
"231","Prof. Nicholas Hart","UK",2020-07-25,"#COVID19 
#WearAMask 
#Preventionisalwaysbetterthancure

PLEASE WEAR A FACE COVERING OR MASK IF YOU ARE ABLE

Publi… https://t.co/3ahTmRBYuZ"
"232","Ian56","UK",2020-07-25,"Gates-Fauci sponsored Remsdesivir treatment stopped due to severe side effects, including kidney failure.
8 members… https://t.co/VXchOw8al5"
"233","Lori MacGregor","UK",2020-07-25,"Another example @GDC_UK of a DCP struggling to pay the ARF b/c you've chosen not to offer a PBI/discount due to… https://t.co/4TqZvSfySF"
"234","Punks In Pubs Podcast ✊🏿✊🏾✊🏼✊🏻","UK",2020-07-25,"Tomorrow we speak to Josh Buckley, #Teacher and co-presenter of @PunkClassrooms

Expect chatter on #punk ethos and… https://t.co/LIEACqaj8L"
"235","Elaine Rutland","UK",2020-07-25,"Just takes 1 minute. 

Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your sy… https://t.co/bJpra02mt4"
"236","Gym Drone Chill","UK",2020-07-25,"Such good news that "
"237","Donahue Rogers 🥀","UK",2020-07-25,"Cumulative #COVID19 deaths per million 24 07 20

When the line turns to the horizontal the pandemic is all but over… https://t.co/a8puJT1o2s"
"238","TLAP","UK",2020-07-25,"Psst! Don't forget to join our webinar on -Good practice in supporting direct payment recipients during the… https://t.co/DA0AvkIUCW"
"239","Chris Urwin","UK",2020-07-25,"If facemasks really are the answer (?) &amp; outdoor #COVID19 transmission proven to be low, really don’t get why not a… https://t.co/f3Aw6PmFnK"
"240","PrecisionRef","UK",2020-07-25,"Episode 3 of our mini video series documenting our experiences of managing a business throughout COVID-19 is here:… https://t.co/vEGTjpUQKa"
"241","Mick Craig","UK",2020-07-25,"Yesterday was our 10th wedding anniversary so we took an entire day away from work emails (!) and had a lovely kid-… https://t.co/7mfx3jZJ14"
"242","MandieShiltonGodwin","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/b2acf7L68j"
"243","Paul Samuel","UK",2020-07-25,"The reason why USA can't open schools restart the economy and save Trump is because that silly wanker buggered up t… https://t.co/S4Xdl6VH4Y"
"244","Emma","UK",2020-07-25,"May as well look good covering my face 😜😂 "
"245","Dave@WatergateBayAM","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/dHS3qcxckW"
"246","Opticall","UK",2020-07-25,"We hope you can enjoy the summer safely. Not sure how? Check out the government advice here:… https://t.co/bPfq6OCPGY"
"247","Catherine Broomfield","UK",2020-07-25,"Did someone just open a window? 
Days after gov signal ban on TV JFood ads, BJ says he &amp; nation need to trim waistl… https://t.co/iXy9PJplYH"
"248","Fix-PC - IT Services","UK",2020-07-25,"Despite the government telling us to ""eat out to help out"" many are still scared to go to a restaurant. This new te… https://t.co/BHo47n5pYj"
"249","Salford City Council","UK",2020-07-25,"If you go outside with your friends and family, remember to not meet up in large groups and clean up your litter. V… https://t.co/j9bCn7GZkN"
"250","Y O U R  C L O U D  W O R K S","UK",2020-07-25,"Despite the government telling us to ""eat out to help out"" many are still scared to go to a restaurant. This new te… https://t.co/nEWjxfN2dA"
"251","Switch On Group","UK",2020-07-25,"Despite the government telling us to ""eat out to help out"" many are still scared to go to a restaurant. This new te… https://t.co/mtuD0GMeyz"
"252","Ingenious","UK",2020-07-25,"Despite the government telling us to ""eat out to help out"" many are still scared to go to a restaurant. This new te… https://t.co/mg4roDnLqg"
"253","CalmPeople - Experts in Emotional Resilience","UK",2020-07-25,"Get access to a full emotional health assessment once every 28 days their own personalised report.
Full access for… https://t.co/Zi2R87YH7k"
"254","Martin Hamilton","UK",2020-07-25,"THREAD: on #COVID19 antibody testing

Spoilers... 🦠💉🧪🔬 https://t.co/1r9FgMy1yt"
"255","Elizabeth Fraser 🕷🇪🇺🐢","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/UAAzYNPEDB"
"256","mathunt71 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇪🇺 💚 🌱🌍","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/84jdSkWf6z"
"257","Kath M O'Reilly","UK",2020-07-25,"A nice article in the @TheEconomist on the "
"258","sophielaetitia","UK",2020-07-25,"How COVID Has Affected Me... https://t.co/QIRTVxMpyA | "
"259","✊🏾The Emancipation of BB✊🏾","UK",2020-07-25,"You can’t tell me that the original "
"260","Angela Hassiotis","UK",2020-07-25,"we’re n=223 &amp; have a bit further to go as our target n=258; we’re learning lots abt families of children w/ mod-sev… https://t.co/wWKYkixt7W"
"261","Annabel Padgett","UK",2020-07-25,"It Is Easier To Deceive People Than To Convince Them That They Have Been... https://t.co/CoXJ7qkcHt via @YouTube If… https://t.co/9dM1GXIoeg"
"262","CTC","UK",2020-07-25,"Those nose jobs starting to feel a bit expensive/futile 😷 "
"263","Craig Johnston","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/Vqjd7QfQTB"
"264","Mike D","UK",2020-07-25,"Great British #CommonSense still has a mountain to climb...

#COVID19 

BBC News - Snowdon: Police turn away 60 car… https://t.co/M7botJRgVZ"
"265","Chris Roberts","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/XJvBDbmn8Z"
"266","Let's Talk About Loss","UK",2020-07-25,"Some of our meet ups are starting to meet in person again, as the lockdown eases. We want to reassure you that safe… https://t.co/3P2se9ccQo"
"267","The Trussell Trust","UK",2020-07-25,"While we work towards a future where everyone can afford essentials, @Tesco’s support for #foodbanks &amp; @FareShareUK… https://t.co/jAbB2xK8EH"
"268","Denis Adshead 🇬🇧","UK",2020-07-25,"If you want to know what real verbal abuse feels like, go into a shop without a mask on. #COVID19"
"269","Oryx","UK",2020-07-25,"Looking for some weekend reading? Our Briefly section summarizes a selection of conservation news from around the w… https://t.co/nMtAeWv0EK"
"270","EMJ Reviews","UK",2020-07-25,"The latest EMJ Daily Newsletter! https://t.co/YeAKjCdlZM Thanks to @atscommunity @NIH "
"271","UHY East","UK",2020-07-25,"The Government has provided a lot of support to #SME businesses over the past few months, but the debt is building… https://t.co/3RTn8EsKl6"
"272","PortsmouthLifeguards","UK",2020-07-25,"Our latest batch of teddies are "
"273","Edward Anthony Rayne","UK",2020-07-25,"I wish the epidemiologists who say we have to do X, Y or Z (lockdowns, etc) or #COVID19 will ""spiral out of control… https://t.co/y7OgwzPgLW"
"274","Chris McLean 🇨🇦","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/1WZ5LPdFFf"
"275","Yigit Oezcelik","UK",2020-07-25,"It is so sad that this even exists... "
"276","Witty-Banter-Tees","UK",2020-07-25,"Funny ""Contactless"" Caption T-Shirt https://t.co/qCbony1r1q via @redbubble
#funnyquotes #covid19 #newnormal #funnycaptons"
"277","USSbriefs is offering polite advice","UK",2020-07-25,"Finally, TFC subgroup states:

U Bristol + U Warwick have been modelling transmission &amp; network dynamics (with Bris… https://t.co/cQrjfHHc5s"
"278","The Real Deal","UK",2020-07-25,"Gyms and health clubs reopening... prepare for coronavirus to spread like wildfire, particularly in the ghettos of… https://t.co/yP9GJmzbex"
"279","Retired Yoruba Demon","UK",2020-07-25,"But he built isolation centres for "
"280","𝙶𝚛𝚊𝚑𝚊𝚖𝙴𝚕𝚐𝚒𝚗 ☕️🎸💻⚽️🐋","UK",2020-07-25,"@billgatesvirus I don’t think @BillGates meant to reference what you claim he referenced, when he talked of a ‘Fina… https://t.co/6mPlAnTjiV"
"281","Nikki McBot McKay","UK",2020-07-25,"@Douglas4Moray What and trust a tory lol enjoy the last days of the union. "
"282","ArizonNetwork","UK",2020-07-25,"Face coverings are now mandatory in England in all shops, transportation services, banks, post offices and public e… https://t.co/YcNMl9YPVt"
"283","LeiOff","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/XD1TPO8F0Y"
"284","Dan Brusca","UK",2020-07-25,"COVID-19 deaths-per-million
+
Deaths-per-million reported in the last 7 days, worst affected countries… https://t.co/ChLIypEXDn"
"285","Tom Collins ✍🏻♌️🇪🇺","UK",2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/cf05tDn5I6"
"286","Ian56","UK",2020-07-25,"🤬🤬🤬
UN Unleashes Army of Disinfo Trolls to push Big Pharma and Bill Gates Narratives, and Shut Down Opposing Voices… https://t.co/R8hgLolSjW"
